Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d19907d3-9c18-79ed-65d0-24bafa0567f8,2004-02-05,,999-52-9896,S99926309,X23714145X,Ms.,Felipa93,,Abernathy524,,,,white,nonhispanic,F,Walpole  Massachusetts  US,1016 Schinner Road Unit 21,Easton,Massachusetts,Bristol County,,00000,42.043813260643674,-71.1012453641243,11946.57,218983.96,182850
e26e69af-b82e-7180-ba77-e5d67bdd845c,1991-08-24,,999-84-8395,S99961551,X85360507X,Mr.,Fredrick998,Jeromy156,Boyer713,,,M,white,nonhispanic,M,Southborough  Massachusetts  US,733 Fritsch Trafficway,Boston,Massachusetts,Suffolk County,25025,02122,42.279023770022974,-71.04670817637945,16821.73,708739.26,10024
7cacbf62-1e45-ed77-fb3a-e87c6c21ccd0,1997-11-08,,999-13-7871,S99938262,X41000851X,Mr.,Percy315,,Ondricka197,,,,other,nonhispanic,M,Arlington  Massachusetts  US,841 Lang Fort Suite 43,Chicopee,Massachusetts,Hampden County,25013,01013,42.18676235056622,-72.5787083454996,76008.35,0.00,63312
9a5b79a4-f79e-5417-7bfd-5351e5c58bf6,1996-09-20,,999-21-3639,S99929728,X81926370X,Mrs.,Jessia669,Jerrica452,Hilpert278,,Lynch190,M,white,nonhispanic,F,Lowell  Massachusetts  US,684 Herzog Wall,Weymouth,Massachusetts,Norfolk County,25021,02189,42.21133756259471,-70.96380360110265,65442.44,322790.18,24721
7221036a-4fdc-3ff8-ae2a-ddc7d16c2b57,2000-05-21,,999-27-3743,S99994460,X61685873X,Mr.,Mohammad578,Morton637,Feil794,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,812 Boyle Common,Littleton,Massachusetts,Middlesex County,,00000,42.509282087442706,-71.4775186181146,47010.17,0.00,81212
562de271-5502-bafe-61ab-11f6cf0fdb6d,2016-10-05,,999-19-4901,,,,Ethan766,Brady998,Cronin387,,,,white,nonhispanic,M,Somerville  Massachusetts  US,449 Goodwin Vista Suite 90,Andover,Massachusetts,Essex County,25009,01810,42.68594472472305,-71.11257894617782,1544.98,16680.67,1792
6007a98b-5205-141d-76a5-565456f586f3,1980-05-17,,999-48-8917,S99924977,X43800882X,Mr.,Benjamin360,Alexis664,Douglas31,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,942 Mills Trailer Suite 55,Springfield,Massachusetts,Hampden County,25013,01151,42.169223501990984,-72.55434346222319,6618.21,89479.46,10953
d27b884b-a19a-0aa4-cc27-0e3ad680362a,1970-04-07,,999-46-1678,S99958663,X64020419X,Mr.,Ernie189,,Hickle134,,,M,white,hispanic,M,Medway  Massachusetts  US,874 Boehm Walk Unit 94,Woburn,Massachusetts,Middlesex County,25017,01890,42.44026684537415,-71.16362107346771,159702.54,7123.98,79328
8c846c65-5042-2628-8753-4d5e8857a024,1997-05-21,,999-34-4817,S99949347,X65314298X,Ms.,Carmelina668,,Greenfelder433,,,,white,nonhispanic,F,Lowell  Massachusetts  US,352 Renner Gardens Suite 50,Somerset,Massachusetts,Bristol County,25005,02726,41.71834520128037,-71.10496474636912,149503.79,165162.92,139862
ebb11ac3-8649-2eee-1994-22442b8528fd,1951-06-27,,999-66-8529,S99930040,X60883259X,Mrs.,Fannie183,Ethelene252,Schneider199,,Pfannerstill264,M,white,nonhispanic,F,West Springfield  Massachusetts  US,379 White Rapid Apt 33,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.55010773643911,-70.6049920780873,798070.21,883421.58,37487
7c785772-f263-d13f-327f-a5cd0a088359,1978-05-07,,999-25-2696,S99982860,X67956655X,Mr.,Porfirio146,,Hegmann834,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,740 Goyette Branch,Hingham,Massachusetts,Plymouth County,25023,02043,42.23427334071314,-70.91950702590832,467519.17,336924.19,39250
f11306c4-f77a-eb03-d1b6-b1debd82b38d,1955-04-23,,999-88-8086,S99948079,X51895624X,Mr.,Benito209,Anibal473,Anderson154,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,973 McClure Ranch Unit 28,Easton,Massachusetts,Bristol County,,00000,42.07256868362042,-71.1034087892004,230936.82,668624.63,601867
e3e5f439-cd94-3b6d-2fe1-3f077d0fd3a2,1946-10-27,2014-06-23,999-56-4223,S99913387,X24779906X,Mrs.,Felicidad691,Verdie59,Hamill307,,Tromp100,D,other,nonhispanic,F,Chicopee  Massachusetts  US,491 Wehner Parade,Barnstable,Massachusetts,Barnstable County,25001,02648,41.68817932743176,-70.27304750311387,690337.91,315774.88,71783
f21b9cf5-042b-2720-5da4-3806af39ee20,1972-05-06,,999-57-2440,S99954355,X33088375X,Mrs.,Thu65,Hilda552,Morar593,,Christiansen251,M,white,nonhispanic,F,Lynn  Massachusetts  US,409 Beahan Bay Unit 65,Franklin,Massachusetts,Norfolk County,25021,02038,42.10338504685936,-71.36213039251884,142329.77,412486.58,857912
5f11b87a-bcc5-1f7d-da55-e951176e618d,1955-03-27,2015-03-09,999-19-1603,S99942013,X27085263X,Ms.,Marx778,Ardath226,Auer97,,,S,black,nonhispanic,F,Billerica  Massachusetts  US,376 Labadie Skyway Suite 69,Weymouth,Massachusetts,Norfolk County,25021,02188,42.286373324889695,-70.89532224609886,292426.63,568964.78,110807
5d48f53b-1dcb-ded5-aaff-2baea0621846,1970-09-15,,999-78-2265,S99974393,X77298342X,Mrs.,Xiao631,Danna372,Morar593,,Blanda868,M,white,nonhispanic,F,Wilmington  Massachusetts  US,1083 Weissnat Parade,Quincy,Massachusetts,Norfolk County,25021,02170,42.27602610753685,-71.0441923126679,663792.23,463798.42,91011
31d843d2-d045-31ec-63dc-f3afef05bd35,2023-07-27,,999-77-6173,,,,Nana422,Tilda804,Conroy74,,,,white,nonhispanic,F,Seekonk  Massachusetts  US,664 Klocko Trafficway,Harvard,Massachusetts,Worcester County,,00000,42.49215911695266,-71.61532408552424,7841.79,0.00,99289
fcb8dbda-f202-91f6-b278-f1deabcda770,1980-12-17,,999-92-6375,S99998934,X49184927X,Mr.,Ferdinand55,Haywood675,Thompson596,,,W,white,nonhispanic,M,Springfield  Massachusetts  US,377 Lynch Bridge Unit 72,Duxbury,Massachusetts,Plymouth County,25023,02332,42.05295185064547,-70.66150644971722,93576.42,7786.43,303135
66e47c2b-6a2c-7975-8ea6-cb189499a780,1962-04-11,,999-33-5677,S99982108,X13491352X,Ms.,Angle307,Bernardine460,Erdman779,,,S,asian,nonhispanic,F,Somerset  Massachusetts  US,298 Toy Ramp,Norfolk,Massachusetts,Norfolk County,,00000,42.112658608152856,-71.32319688151797,815842.00,40073.57,101615
29d772c7-cf97-1223-4631-85dddcbf5328,1957-11-09,2009-04-02,999-40-2076,S99913551,X82585735X,Mr.,Napoleon578,Terrell212,Bogisich202,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,1051 Green Key Apt 57,Brockton,Massachusetts,Plymouth County,25023,02301,42.03767394153542,-71.06214845144238,132325.26,2778665.69,26250
448e2a29-6b76-8d93-8135-508fdb989a68,1997-02-05,,999-61-2393,S99918526,X66153307X,Ms.,Waltraud488,Vertie683,Toy286,,,S,black,nonhispanic,F,Malden  Massachusetts  US,148 Stiedemann Esplanade Unit 5,Boston,Massachusetts,Suffolk County,25025,02126,42.320036807531935,-71.02930116501065,102243.92,677168.91,9921
7c9a27f6-5d7a-d8d3-e4a9-11aa698303dc,1960-06-14,,999-90-8562,S99985459,X70710024X,Mrs.,Sophie40,Cher186,Gibson10,,Lind531,D,white,nonhispanic,F,Lexington  Massachusetts  US,460 O'Reilly Dam,Lynn,Massachusetts,Essex County,25009,01940,42.503832831030714,-71.07545229080867,225875.96,1058632.58,25210
bf6330d9-4709-839a-695c-66fcd685f4be,1997-05-12,,999-35-8432,S99910359,X5828477X,Ms.,Winona266,,West559,,,,white,nonhispanic,F,Plainville  Massachusetts  US,399 Daugherty Gardens,Beverly,Massachusetts,Essex County,25009,01915,42.54017349521498,-70.79806660694237,102395.56,143961.93,67378
d216f72b-c690-e2a5-11dd-098a88ca4930,1981-08-15,,999-18-7691,S99944884,X58728673X,Mrs.,María Eugenia578,María Luisa888,Aponte375,,Regalado83,M,white,hispanic,F,Havana  Havana  CU,313 Weimann Fork,Swansea,Massachusetts,Bristol County,,00000,41.74269283955797,-71.23944157983605,552354.27,660138.76,49282
ef2be89b-f439-157a-7499-775a19eb6da8,1946-10-27,,999-97-9198,S99944092,X67380309X,Mrs.,Cecelia952,Madeleine482,Thiel172,,Dibbert990,M,other,nonhispanic,F,Amherst Center  Massachusetts  US,246 Hilpert Vale,Barnstable,Massachusetts,Barnstable County,25001,02675,41.62325936606157,-70.33767858443281,831836.05,345742.97,71783
560b4eb8-741f-8045-5fc9-9174af4d9cf2,1999-11-28,,999-64-1961,S99949256,X43955746X,Ms.,Daisey627,Jaye603,Padberg411,,,,black,nonhispanic,F,Framingham  Massachusetts  US,281 Mitchell Club Apt 84,North Attleborough,Massachusetts,Bristol County,,00000,41.92673970040338,-71.30962717397072,63851.51,114736.05,40842
a1abbeca-23b8-51f2-d4e9-3339f05f7c81,1970-09-29,,999-59-2078,S99942774,X19707677X,Mrs.,Timothy142,Eleanora667,Mills423,,Hodkiewicz467,M,white,nonhispanic,F,Wareham  Massachusetts  US,765 Schaefer Pathway,Waltham,Massachusetts,Middlesex County,25017,02472,42.374635520742906,-71.2800378118262,52463.07,1759415.69,13833
4fa2d415-2a31-5fc4-c6ae-3829d1c7707e,1990-02-15,,999-20-5592,S99941162,X12535804X,Mr.,Johnny786,Dale454,Erdman779,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,231 Veum Gate Suite 12,Cambridge,Massachusetts,Middlesex County,25017,02138,42.3731357041826,-71.12114530838093,105997.99,30143.10,41772
68b78431-8e47-9463-f51e-5897ba805688,1992-05-04,,999-89-5017,S99981273,X84412257X,Mrs.,Avis183,Cassondra930,Hintz995,,Hoppe518,M,white,nonhispanic,F,Boston  Massachusetts  US,354 Wilderman Brook Apt 54,Bellingham,Massachusetts,Norfolk County,25021,02019,42.073172298374296,-71.4329955959623,10128.37,688336.37,11034
dc0ff26c-c20d-92e4-01c9-2eb5fdb705c8,2024-05-24,,999-87-9193,,,,Julianne852,Jeanice469,Rowe323,,,,white,nonhispanic,F,Springfield  Massachusetts  US,704 Hudson Terrace Unit 0,Shrewsbury,Massachusetts,Worcester County,,00000,42.26513616456173,-71.70289032758231,4542.37,98.86,142498
63285aae-7e98-8690-beba-6abb75eeb494,1990-02-01,,999-53-4565,S99971212,X39103398X,Mr.,Gilberto712,Mariano761,Gaona896,,,S,native,hispanic,M,Panama City  Panama  PA,650 Hagenes Trail Suite 69,Sandwich,Massachusetts,Barnstable County,25001,02563,41.717362274473054,-70.44111203048257,129290.65,29633.29,74748
69736b46-92b2-09f5-6d98-84b42bfcad45,1975-04-01,,999-84-5727,S99932773,X2353201X,Mr.,Raymond398,,Tillman293,,,S,white,nonhispanic,M,Mansfield  Massachusetts  US,654 Zulauf Quay,Dartmouth,Massachusetts,Bristol County,,00000,41.58542891997197,-70.93649202357079,525406.19,312143.69,51351
2328660d-eebf-58a6-ac28-1fc6d04657e6,1996-04-28,,999-99-6894,S99988895,X77161164X,Mrs.,Albertine688,Letty680,Runolfsson901,,Beahan375,M,asian,nonhispanic,F,Daegu  Daegu  KR,994 Gaylord Glen,Arlington,Massachusetts,Middlesex County,25017,02476,42.41249646803342,-71.11680075607293,137087.69,279124.01,126831
75702500-1ab6-7822-fe7a-3a174e523b7e,1957-11-09,2007-03-03,999-38-2404,S99940316,X36440846X,Mr.,Winston220,Roger751,Lemke654,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,1071 O'Hara Hollow,Brockton,Massachusetts,Plymouth County,25023,02301,42.05264488061795,-71.0595846521239,81718.32,122691.76,26250
c421d2a8-815e-e505-3fa1-9a4098ae5f7c,1955-03-27,,999-62-8845,S99918297,X37149434X,Mrs.,Chang901,Yer774,Rath779,,Gleichner915,M,black,nonhispanic,F,Haverhill  Massachusetts  US,219 Friesen Promenade,Weymouth,Massachusetts,Norfolk County,25021,02189,42.25691999902961,-70.96215753357009,929887.63,238818.44,110807
b1d5052b-a206-237f-c8bd-4c7de247529e,1979-11-04,,999-94-1301,S99967021,X74125466X,Mr.,Teddy976,Roman389,Balistreri607,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,633 Mills Quay Suite 45,Natick,Massachusetts,Middlesex County,,00000,42.274833206963955,-71.35922083430101,212217.98,371141.39,190562
3daa62ff-c96e-fbb1-becf-82d207edba17,1965-12-27,,999-62-1271,S99924537,X11031725X,Mr.,Mitch821,Kristopher775,Muller251,,,S,white,nonhispanic,M,Taunton  Massachusetts  US,472 Torphy Heights,Quincy,Massachusetts,Norfolk County,25021,02186,42.273659181692175,-71.03595558982396,118218.22,325470.99,43202
26da29de-5585-0f76-2c4c-d76aa9186539,1997-02-03,,999-46-2201,S99936180,X60172X,Ms.,Ferne426,Sheila338,Schulist381,,,S,white,nonhispanic,F,Somerville  Massachusetts  US,219 Donnelly Landing,Peabody,Massachusetts,Essex County,25009,01940,42.52060254546427,-70.96717775817876,14609.77,1328550.59,7231
82daf916-853a-0e4e-df68-61badd67e752,1959-04-22,,999-22-9400,S99929985,X26719183X,Mrs.,Dayle885,Sharen57,Larson43,,Schmitt836,M,white,nonhispanic,F,Middleborough  Massachusetts  US,153 Borer Flat Unit 64,Danvers,Massachusetts,Essex County,25009,01937,42.55279297214279,-71.02253021276343,352973.06,902176.60,131343
553be4e4-f2c7-2789-e600-d6c969085389,2023-01-06,,999-43-2860,,,,Fabian647,Ben667,Rice937,,,,white,nonhispanic,M,Kingston  Massachusetts  US,353 Hodkiewicz Crossroad Unit 87,Lexington,Massachusetts,Middlesex County,25017,02420,42.49599058168289,-71.19905898735617,4253.49,5349.98,278463
82ee5f96-f09f-803b-f755-43e36b441c0d,1958-04-27,,999-53-4018,S99967122,X21514072X,Mrs.,Shalon513,,Crist667,,Zulauf375,M,white,nonhispanic,F,Ashland  Massachusetts  US,684 Adams Wynd,Melrose,Massachusetts,Middlesex County,25017,02176,42.46572971539589,-71.05882293585942,268085.56,416198.58,132194
4ae53da3-8ddf-d324-a4d9-44507e20c636,2014-07-10,,999-92-5032,,,,Columbus656,Carl856,Cruickshank494,,,,white,hispanic,M,Boston  Massachusetts  US,1065 Effertz Dale,Gloucester,Massachusetts,Essex County,25009,01930,42.57596824466056,-70.67053136654785,24764.93,0.00,107982
7ed776e9-c07b-f566-298d-c9b1b3762997,1950-12-08,,999-60-2941,S99971620,X74542870X,Mrs.,Ciara810,Teodora360,Borer986,,Erdman779,D,white,nonhispanic,F,Rockport  Massachusetts  US,848 Gutkowski Stravenue Unit 69,Dracut,Massachusetts,Middlesex County,,00000,42.65437477538832,-71.34303034508511,294518.11,2333059.46,181736
d6c5fa16-15ed-f57c-460b-aec581ad91cd,1992-09-26,,999-27-2125,S99917652,X34157901X,Mr.,Roosevelt595,Ulysses632,Larson43,,,M,black,hispanic,M,Somerset  Massachusetts  US,842 Bartell Center,Boston,Massachusetts,Suffolk County,25025,02119,42.28110371794999,-71.06008970444768,5446.71,66928.35,14124
3ddec722-411e-9538-637c-f5832484ba41,2006-07-18,,999-54-5666,S99924192,,Mr.,Trevor374,Aurelio227,Runte676,,,,white,nonhispanic,M,Springfield  Massachusetts  US,753 Mills Approach,Worcester,Massachusetts,Worcester County,25027,01605,42.24849680931421,-71.80609193481457,17895.82,54823.55,105039
b5a5e666-e1aa-1082-c199-b9a06e87df05,1989-11-15,,999-51-8626,S99942243,X15037075X,Mr.,Lou594,Dino214,Crona259,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,789 Powlowski Lock,Worcester,Massachusetts,Worcester County,25027,01602,42.22785719938439,-71.80432128560741,64501.78,365.36,81099
fc522d00-a618-6435-5945-3a638bea823b,2005-12-25,,999-22-7688,S99982498,,Mr.,Lucas404,Lowell343,Little434,,,,white,nonhispanic,M,Boston  Massachusetts  US,165 Barton Track Apt 62,Needham,Massachusetts,Norfolk County,25021,02494,42.3480197212775,-71.22616406876841,59183.61,11246.61,159021
9b9766d4-cb1f-825b-af90-e71614c229ce,1976-05-24,,999-66-1061,S99977379,X6761947X,Mr.,Carey440,Huey641,Koelpin146,,,M,white,hispanic,M,Lexington  Massachusetts  US,438 Collier Row Suite 0,Palmer,Massachusetts,Hampden County,25013,01080,42.08547397437339,-72.33786456090746,133274.40,13427.33,140163
00176319-cefc-45c3-b501-c87a3849b497,1974-07-12,,999-44-5422,S99922597,X75952296X,Mr.,Matt836,,Prohaska837,,,M,white,hispanic,M,Lowell  Massachusetts  US,1072 Hayes Parade,Holyoke,Massachusetts,Hampden County,25013,01040,42.238368992673166,-72.6423769034239,11721.73,170081.56,5382
30e34ddf-2e67-5f7a-ed63-21a5cf3b233e,1957-11-09,,999-79-7829,S99924172,X1580368X,Mr.,Arlie183,Jackson413,Kertzmann286,,,W,white,nonhispanic,M,Lowell  Massachusetts  US,683 Heathcote Lock,Brockton,Massachusetts,Plymouth County,25023,02351,42.04888758932913,-71.0297422189053,124979.28,208857.05,26250
bfcbd55a-89c2-189f-4141-83ace9004c85,1996-03-17,,999-49-9082,S99910535,X65496528X,Mrs.,Norman647,,Bernhard322,,Hartmann983,M,asian,nonhispanic,F,Millis-Clicquot  Massachusetts  US,770 Marquardt Green,Sudbury,Massachusetts,Middlesex County,,00000,42.37362123219541,-71.37327555371198,63460.90,232379.42,161303
d96b48cd-45d0-5a30-0645-54c0fea7cd84,1945-10-03,2025-02-19,999-99-8598,S99976131,X43372192X,Ms.,Jannet618,Christie481,Hirthe744,,,S,white,nonhispanic,F,Leverett  Massachusetts  US,471 Von Key,Sherborn,Massachusetts,Middlesex County,,00000,42.23276360986767,-71.40484988418805,267218.77,357443.02,28823
9227fc41-a3fa-227d-a73e-6f0a785dd348,1997-07-14,,999-16-1508,S99966696,X57474796X,Mr.,Demetrius568,Jerald662,McGlynn426,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,705 Bartoletti Overpass Suite 94,Groton,Massachusetts,Middlesex County,25017,01450,42.63186200203757,-71.58792808638148,63037.96,3488.29,133978
9e35a357-aceb-b51c-4fde-436d03565e48,2015-10-12,,999-68-2486,,,,Tia76,,Tillman293,,,,white,nonhispanic,F,Ipswich  Massachusetts  US,873 Kshlerin Gate Suite 5,Acushnet,Massachusetts,Bristol County,,00000,41.672861600170776,-70.94390498172335,2025.16,30281.60,14082
d840c1bb-ee3e-c3d3-9b42-1ed4cd2e5e35,2014-11-07,,999-46-2678,,,,Milo271,Bernie827,Waters156,,,,hawaiian,nonhispanic,M,Mansfield Center  Massachusetts  US,1049 Rippin Crossing,Plymouth,Massachusetts,Plymouth County,25023,02360,41.9268158398529,-70.64013477507939,24427.79,459.18,459571
b01d50e7-4c6b-6b18-0a34-bc1929ed3451,2008-02-14,,999-76-2603,S99966352,,,Juanita470,Deanna833,Heller342,,,,white,nonhispanic,F,Agawam  Massachusetts  US,704 Witting Drive,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.488336952516136,-73.21351220005147,36013.86,37425.25,32818
d20d0396-47aa-d996-2ca0-1901dab3f1b3,1992-05-28,,999-77-1796,S99959524,X37558481X,Mr.,Jerry654,Lamont867,Daugherty69,,,M,white,nonhispanic,M,Northborough  Massachusetts  US,662 McClure Esplanade,Melrose,Massachusetts,Middlesex County,25017,02176,42.492787726780435,-71.0900463941584,131773.82,575621.82,155302
6a03fbc5-9c9b-2828-1e81-eb2b1ceb02f9,1953-09-24,,999-90-4334,S99964578,X49999883X,Mrs.,Sunny31,,Kassulke119,,Herzog843,M,white,nonhispanic,F,West Concord  Massachusetts  US,165 Rippin Camp,Falmouth,Massachusetts,Barnstable County,25001,02540,41.547675928044086,-70.68188354032016,30830.58,1404925.19,13067
5e700a16-dbc2-8d07-85ff-85eab266c97e,2010-01-17,,999-73-5317,,,,Deann56,,Runolfsson901,,,,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,145 Corwin Promenade,Cambridge,Massachusetts,Middlesex County,25017,02139,42.401255842678964,-71.22449046916658,17892.58,15754.93,28041
54460502-d3a7-c6b5-7133-0079a38254ff,2013-09-03,,999-30-9216,,,,Florencia449,Gudrun69,Pfeffer420,,,,white,nonhispanic,F,Dudley  Massachusetts  US,896 Durgan Trail,Natick,Massachusetts,Middlesex County,,00000,42.31066414068346,-71.3158022420278,37871.12,1332.32,119125
5d4076c0-88b8-0301-6f46-0c01a8913246,1944-01-11,,999-27-7742,S99999243,X57989909X,Mr.,Dee580,Daryl568,Gusikowski974,,,M,white,nonhispanic,M,Hull  Massachusetts  US,815 Cremin Promenade Apt 34,Foxborough,Massachusetts,Norfolk County,25021,02035,42.09297706405021,-71.21328416213738,275541.20,716643.21,56625
b4b09e9a-474e-6539-dc43-669e180bf232,1964-07-14,,999-49-1032,S99939961,X11451563X,Ms.,Merry217,,Botsford977,,,S,white,hispanic,F,Westfield  Massachusetts  US,807 Kuvalis Vista,Worcester,Massachusetts,Worcester County,25027,01602,42.28934936514364,-71.83241866656958,820053.12,101549.34,98669
5bcfeed7-3307-2cb6-03e0-48a2a134ddaf,2021-07-05,,999-72-5315,,,,Brooks264,,Connelly992,,,,asian,nonhispanic,M,Boston  Massachusetts  US,328 Barton Well Apt 99,Waltham,Massachusetts,Middlesex County,25017,02451,42.40264881158215,-71.2196869938191,700.00,7710.75,20332
dafd8187-e240-7fe3-6c40-8ad28bcd0413,1973-04-07,,999-36-5230,S99989338,X22908118X,Mr.,Palmer257,Gonzalo160,Mills423,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,1067 Wyman Vista,Westfield,Massachusetts,Hampden County,25013,01085,42.10298245403471,-72.80733124567142,102713.06,70690.05,77443
039ca994-0718-76b2-719e-c0fc8f288334,1979-09-02,,999-95-6685,S99989982,X31542068X,Mr.,Porter490,Hilton264,Buckridge80,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,287 Hane Gate Suite 1,Winchester,Massachusetts,Middlesex County,25017,01890,42.431313164486035,-71.15993381358388,24115.06,115270.37,26233
d3620d14-b1d6-256c-f92d-b11c96da2efe,1971-09-22,,999-40-1325,S99986436,X80885145X,Mrs.,Genna99,Maggie320,Jacobs452,,Mraz590,W,white,nonhispanic,F,Lynn  Massachusetts  US,978 Kilback Walk,Hingham,Massachusetts,Plymouth County,25023,02043,42.24374875724926,-70.83841976263385,47329.68,441195.80,191469
1302f671-7c65-6e88-d9f5-395c8bc75bd0,1973-08-12,,999-75-9619,S99997967,X24876730X,Mrs.,Trinh357,Elanor679,Lubowitz58,,Williamson769,D,white,nonhispanic,F,West Concord  Massachusetts  US,172 Windler Extension,Worcester,Massachusetts,Worcester County,25027,01608,42.31931512979706,-71.77686466950597,672813.47,629346.14,75925
7f4d9a29-5809-82cc-0b5c-14f1886c61e8,1925-10-02,,999-37-5240,S99917567,X65424230X,Ms.,Tish18,Junko239,Klocko335,,,S,white,nonhispanic,F,North Andover  Massachusetts  US,505 Stroman Course,Boston,Massachusetts,Suffolk County,25025,02134,42.35895053821448,-71.07312263862043,765530.87,2195197.22,67753
26b3705b-ebb6-d9a7-2c26-fe1de1b1ddda,2018-12-01,,999-52-2033,,,,Takisha161,Charlsie105,Satterfield305,,,,white,hispanic,F,Westborough  Massachusetts  US,306 Koepp Estate,Monson,Massachusetts,Hampden County,,00000,42.1139929201848,-72.29277259496254,12888.72,824.36,47803
059f5818-d764-aab7-08dd-59b87d8b444b,2019-01-28,,999-19-3975,,,,Ruthe70,Dorla228,Blanda868,,,,white,nonhispanic,F,Tewksbury  Massachusetts  US,921 Lynch Arcade Suite 72,Hingham,Massachusetts,Plymouth County,25023,02043,42.250973839155286,-70.93093835889789,20572.29,0.00,97203
5fa420da-6d47-185e-4912-c3cdb3f7adbb,1995-12-23,,999-42-5682,S99932733,X22051111X,Mr.,Aaron697,,Hilll811,,,M,black,nonhispanic,M,Rockport  Massachusetts  US,634 Howe Well,Boston,Massachusetts,Suffolk County,25025,02115,42.39514809313514,-71.04850417208831,74213.71,4662.64,399232
c98112b5-2343-7c39-cc02-803e6cefa9e3,1945-10-03,,999-48-8800,S99918673,X55172479X,Mrs.,Jannet618,Carleen42,Botsford977,,Metz686,D,white,nonhispanic,F,Lexington  Massachusetts  US,838 Lemke Rest,Sherborn,Massachusetts,Middlesex County,,00000,42.2425366963757,-71.40703968680494,595955.13,1123535.74,28823
da0514dd-c811-d7d8-2da7-899c66a6ad55,1957-12-11,,999-24-9525,S99924609,X62238557X,Mr.,Kareem959,Erasmo545,Halvorson124,,,D,black,nonhispanic,M,Springfield  Massachusetts  US,533 Bednar Crossroad,Springfield,Massachusetts,Hampden County,25013,01103,42.100551520815145,-72.60854807722352,210889.71,144232.45,47331
b5076276-3d7c-3153-64e9-ff836bc719ce,2002-10-30,,999-39-3415,S99979325,X9017023X,Ms.,Daryl568,Johnsie484,Okuneva707,,,,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,1013 Witting Lane,Needham,Massachusetts,Norfolk County,25021,02492,42.30076942001382,-71.250313467409,55844.91,48155.47,31068
5b6c50f9-8bce-6e93-0847-d4e32e072e2d,1977-02-04,,999-28-9769,S99911522,X78215020X,Ms.,Delila667,Penni796,Wilkinson796,,,S,white,nonhispanic,F,Westford  Massachusetts  US,233 Funk Vale,Grafton,Massachusetts,Worcester County,,00000,42.174805772806735,-71.71281716756484,250998.30,309232.64,77636
744bc93a-901a-63c2-500a-8fe097c02c47,2009-09-22,,999-80-7186,,,,Latesha830,,Blanda868,,,,white,nonhispanic,F,Lexington  Massachusetts  US,899 Little Port,Woburn,Massachusetts,Middlesex County,25017,01890,42.41181710120523,-71.10734176952678,28024.22,43215.58,139333
0ba20104-1c38-9af6-0522-93793b379ffb,2001-10-11,,999-48-4381,S99911536,X54834996X,Ms.,Stormy472,Candra395,Bartoletti50,,,,white,nonhispanic,F,Malden  Massachusetts  US,161 Hagenes Glen Suite 42,Boston,Massachusetts,Suffolk County,25025,02163,42.33053098743223,-71.04934304797656,180113.50,1464737.64,333532
4de18051-45e5-caad-3f64-5ffaeacd3615,1995-08-02,2021-06-23,999-88-8628,S99934443,X31914967X,Ms.,Mathilde204,,Christiansen251,,,,white,nonhispanic,F,North Amherst  Massachusetts  US,955 Hansen Ramp,Salem,Massachusetts,Essex County,25009,01907,42.5482317818043,-70.94257199868464,7328.54,453328.67,23201
2d48e24c-c826-ebf9-5544-0a245ea2c773,1980-03-20,,999-67-7890,S99963373,X39425761X,Mr.,Ernest565,Ed239,Langosh790,,,M,white,nonhispanic,M,Needham  Massachusetts  US,1037 Stracke Overpass,Rutland,Massachusetts,Worcester County,25027,01543,42.370140545706164,-71.97404591554934,141031.79,0.00,86448
fff476d3-eec6-dbc1-d9c3-ae2be8bd445f,1964-10-25,,999-99-9223,S99992369,X68178497X,Mrs.,Glenna97,Chelsie189,Lynch190,,Lesch175,M,white,nonhispanic,F,Randolph  Massachusetts  US,505 Bernhard Bridge,Agawam,Massachusetts,Hampden County,25013,01001,42.022649701056984,-72.675860266996,313990.11,810071.02,142865
aeb5a2ec-2396-cf9f-9171-cd491abe62b2,1997-02-21,,999-59-6237,S99929380,X52258484X,Mrs.,Candelaria844,Divina723,Jaskolski867,,Langosh790,M,white,nonhispanic,F,Randolph  Massachusetts  US,1091 Mosciski Drive Apt 79,Malden,Massachusetts,Middlesex County,25017,02148,42.474700421066004,-71.05171579118209,8011.09,526857.87,9516
